# Crack ledger, grouped by batch. See hashes/overrides/README.md.
#: game-entity-sweep	GameEntity sweep leftovers; its class half merged as CommunityDragon/Data#35
#: pre-ledger-backlog	Predates the ledger; dates from git blame, method not recoverable
#: season16-modes-ui	16.9-16.14 exes + dumps: Monarch/Battlegrounds/TFT, ClientState, keybinds, Params*
#: vfx-driver-graph	IVfxBaseDriver graph; 16.13 exe MetaClass_register table, FNV-1a exact, no attested strings
#: gameplay-texture	A map-sized RGBA render target the game paints into during a match, one gameplay layer per texture channel. The engine spells the subsystem out: shader macros GAMEPLAY_TEXTURE / GAMEPLAY_TEXTURE_VS, a GameplayTextureDataStream, and ASSETS/Shaders/HLSL/GameplayTexture/PS_GAMEPLAY_TEXTURE.ps. Registration order pins each name to its slot, and the Sampler entries are handed straight to Material::AppendSamplerValue. Present in 16.15, no authored data yet.
#: map-graphics-unproven	Two map graphics finds where the hash is the only real evidence. Registration order narrows MapAntiAliasing to a MapA* name and its two U8 fields fit, but nothing in the client ever reads the class, so there is no behaviour to check the string against. RenderTargetSize is a U32 defaulting to 4096 on a class that is itself still unnamed. Plausible, not established - do not send upstream.
#: meta-delta-16.14	16.14 dump (7949266) delta vs 16.13: family templates (VfxPhysics<X>Modifier, <X>RigPoseModifierData, VfxEmission<X>) plus a Start/End shared-prefix pairing proof on DynamicsChainProperties; every hash re-checked for a mov edx,<hash> registrar site in the installed 16.15 client.
#: meta-delta-16.14-unproven	Same 16.14 sweep, names NOT established: WardSkin collides on 0x75895412 with HideRarity so the hash cannot choose between them; PropertyTraits names an empty interface with no structure to corroborate against; CollisionForce has no sibling or numeric support and is gone by 16.15. DO NOT submit upstream.
#: propertyloadable-ui	PropertyLoadable's UI tree. Names pinned by their slot in the client's registration order; UiComponent also shows up in shipped paths.

hash	table	name	batch	cracked	status	pr
e6de9f61	binfields	Night	pre-ledger-backlog	2026-07-20	pending	-
b1c14e0d	binfields	Node	pre-ledger-backlog	2026-07-20	pending	-
186c3198	binfields	NodeId	pre-ledger-backlog	2026-07-20	pending	-
514e905a	binfields	Nodes	pre-ledger-backlog	2026-07-20	pending	-
70bb674e	binfields	NotificationVfx	pre-ledger-backlog	2026-07-20	pending	-
342dcc43	binfields	NumPlayers	pre-ledger-backlog	2026-07-20	pending	-
b4222185	binfields	ObjectiveVfxs	pre-ledger-backlog	2026-07-20	pending	-
a8c6206b	binfields	Objects	pre-ledger-backlog	2026-07-20	pending	-
31c83d22	binfields	OffsetDown	pre-ledger-backlog	2026-07-20	pending	-
d488a847	binfields	OffsetLeft	pre-ledger-backlog	2026-07-20	pending	-
06b84d78	binfields	OffsetRight	pre-ledger-backlog	2026-07-20	pending	-
6cc62ae7	binfields	OffsetUp	pre-ledger-backlog	2026-07-20	pending	-
c84caf96	bintypes	OnPrimaryInputSingleClickEvent	pre-ledger-backlog	2026-07-20	pending	-
fbd4eefd	binfields	Operator	pre-ledger-backlog	2026-07-20	pending	-
dbde2288	binfields	OptionalConfigs	pre-ledger-backlog	2026-07-20	pending	-
e10174d4	binfields	OptionalIcon	pre-ledger-backlog	2026-07-20	pending	-
236c71e4	binfields	OptionalInputs	pre-ledger-backlog	2026-07-20	pending	-
b6639fce	binfields	OrderSequence	pre-ledger-backlog	2026-07-20	pending	-
d97f9a4f	binfields	Origin	pre-ledger-backlog	2026-07-20	pending	-
3c4bd9e8	binfields	OriginLocation	pre-ledger-backlog	2026-07-20	pending	-
421aee08	binfields	OutEntity	pre-ledger-backlog	2026-07-20	pending	-
d1f18af8	binfields	OutlineIcon	pre-ledger-backlog	2026-07-20	pending	-
63f7be6b	binfields	OutputColor	pre-ledger-backlog	2026-07-20	pending	-
8f9dcb62	binfields	OutputParams	pre-ledger-backlog	2026-07-20	pending	-
427157c1	binfields	OutputSelector	pre-ledger-backlog	2026-07-20	pending	-
1b31b682	binfields	OutputStrings	pre-ledger-backlog	2026-07-20	pending	-
f8881209	binfields	OutputW	pre-ledger-backlog	2026-07-20	pending	-
44d41437	binfields	OutputXyz	pre-ledger-backlog	2026-07-20	pending	-
8d0e3f5e	binfields	OverrideFrame	pre-ledger-backlog	2026-07-20	pending	-
f715926c	binfields	OverrideResult	pre-ledger-backlog	2026-07-20	pending	-
f5674cd4	binfields	Owner	pre-ledger-backlog	2026-07-20	pending	-
f3158aa5	binfields	PageText	pre-ledger-backlog	2026-07-20	pending	-
dd2b5b5d	binfields	PaginationButton	pre-ledger-backlog	2026-07-20	pending	-
07f9f769	binfields	ParameterOverrides	pre-ledger-backlog	2026-07-20	pending	-
4aa8446e	bintypes	ParametricSequence	pre-ledger-backlog	2026-07-20	pending	-
b10e2d1e	binfields	ParticleSystem	pre-ledger-backlog	2026-07-20	pending	-
faa24f5d	binfields	PartnerSlot	pre-ledger-backlog	2026-07-20	pending	-
55c5da6b	binfields	PassiveBuff	pre-ledger-backlog	2026-07-20	pending	-
02a877d7	binfields	PathRef	pre-ledger-backlog	2026-07-20	pending	-
6a5247d6	binfields	Pbe	pre-ledger-backlog	2026-07-20	pending	-
343ce138	binfields	PcVfx	pre-ledger-backlog	2026-07-20	pending	-
1a627229	binfields	PenaltyGroup	pre-ledger-backlog	2026-07-20	pending	-
97537db5	binfields	Percentage	pre-ledger-backlog	2026-07-20	pending	-
76599c8b	binfields	PhysicalDamageEnhanced	pre-ledger-backlog	2026-07-20	pending	-
73276a01	binfields	PhysicsComponent	pre-ledger-backlog	2026-07-20	pending	-
165df089	binfields	Ping	pre-ledger-backlog	2026-07-20	pending	-
8ddcecfb	binfields	PingSpatialAudio	pre-ledger-backlog	2026-07-20	pending	-
244362ff	binfields	PipDefinition	pre-ledger-backlog	2026-07-20	pending	-
7cae3080	binfields	PipLayout	pre-ledger-backlog	2026-07-20	pending	-
e0bf6ea7	binfields	PipSequence	pre-ledger-backlog	2026-07-20	pending	-
8bbc0365	binfields	Pixelate	pre-ledger-backlog	2026-07-20	pending	-
ab2e032a	binfields	PlaneConstraint	pre-ledger-backlog	2026-07-20	pending	-
75d39a3b	binfields	PlayAnimation	pre-ledger-backlog	2026-07-20	pending	-
75d39a3b	bintypes	PlayAnimation	pre-ledger-backlog	2026-07-20	pending	-
797fd50b	binfields	PlayButton	pre-ledger-backlog	2026-07-20	pending	-
9c422946	binfields	PlayerLayout	pre-ledger-backlog	2026-07-20	pending	-
8a7ef9d0	binfields	PlayerNames	pre-ledger-backlog	2026-07-20	pending	-
cb3a3644	binfields	PlayerRow	pre-ledger-backlog	2026-07-20	pending	-
a126b13b	binfields	PointLight	pre-ledger-backlog	2026-07-20	pending	-
f9446799	binfields	PointMilestone	pre-ledger-backlog	2026-07-20	pending	-
50af955e	binfields	PointMilestones	pre-ledger-backlog	2026-07-20	pending	-
418ed755	binfields	PointsText	pre-ledger-backlog	2026-07-20	pending	-
91dd7983	binfields	Pool	pre-ledger-backlog	2026-07-20	pending	-
ec843b0e	binfields	PortraitTexturePath	pre-ledger-backlog	2026-07-20	pending	-
b2f876c7	binfields	PositionProvider	pre-ledger-backlog	2026-07-20	pending	-
5ed8887b	binfields	Positions	pre-ledger-backlog	2026-07-20	pending	-
83f71517	binfields	Precision	pre-ledger-backlog	2026-07-20	pending	-
de7d679e	binfields	PremiumTag	pre-ledger-backlog	2026-07-20	pending	-
97b20086	binfields	PressedFrame	pre-ledger-backlog	2026-07-20	pending	-
caebb3c7	binfields	PreviewButton	pre-ledger-backlog	2026-07-20	pending	-
cf48be81	binfields	PrimarySpacer	pre-ledger-backlog	2026-07-20	pending	-
abe35607	binfields	PrioritizedStages	pre-ledger-backlog	2026-07-20	pending	-
733c40f0	binfields	PriorityUnits	pre-ledger-backlog	2026-07-20	pending	-
7de2adb1	binfields	Probe	pre-ledger-backlog	2026-07-20	pending	-
f1e32aa7	binfields	ProbeIndex	pre-ledger-backlog	2026-07-20	pending	-
edd78866	binfields	Probes	pre-ledger-backlog	2026-07-20	pending	-
4fbee88d	binfields	Products	pre-ledger-backlog	2026-07-20	pending	-
e94a6ba8	binfields	Progression	pre-ledger-backlog	2026-07-20	pending	-
56de9f99	binfields	ProjectableInvalid	pre-ledger-backlog	2026-07-20	pending	-
1dccddbf	binfields	Projected	pre-ledger-backlog	2026-07-20	pending	-
dfe6493b	binfields	Prompt	pre-ledger-backlog	2026-07-20	pending	-
8f80bc0f	binfields	PropertyDef	pre-ledger-backlog	2026-07-20	pending	-
edee3d35	binfields	PropertyId	pre-ledger-backlog	2026-07-20	pending	-
0400cac9	binfields	PurchaseKey	pre-ledger-backlog	2026-07-20	pending	-
b9903ec9	binfields	PveComp	pre-ledger-backlog	2026-07-20	pending	-
049d68aa	binfields	PveData	pre-ledger-backlog	2026-07-20	pending	-
2d85c640	binfields	PveScoreboard	pre-ledger-backlog	2026-07-20	pending	-
f8ce75e3	binfields	Query	pre-ledger-backlog	2026-07-20	pending	-
f02bce06	binfields	QueryButtonId	pre-ledger-backlog	2026-07-20	pending	-
4998b307	binfields	QuestStatus	pre-ledger-backlog	2026-07-20	pending	-
86749f57	binfields	QueueMaxSize	pre-ledger-backlog	2026-07-20	pending	-
f70c4715	binfields	R	pre-ledger-backlog	2026-07-20	pending	-
1068640f	binfields	RadialTimer	pre-ledger-backlog	2026-07-20	pending	-
e04f1ab5	binfields	RandomVariance	pre-ledger-backlog	2026-07-20	pending	-
ac9b9e27	binfields	Rank	pre-ledger-backlog	2026-07-20	pending	-
08d18026	binfields	RankIcon	pre-ledger-backlog	2026-07-20	pending	-
0cfa3e3c	binfields	Ranks	pre-ledger-backlog	2026-07-20	pending	-
d02a6781	binfields	RarityGem	pre-ledger-backlog	2026-07-20	pending	-
a2cb8e03	binfields	RarityOverrides	pre-ledger-backlog	2026-07-20	pending	-
e04df972	binfields	RarityTag	pre-ledger-backlog	2026-07-20	pending	-
1bbefc93	binfields	RarityTags	pre-ledger-backlog	2026-07-20	pending	-
edc675ea	binfields	RarityType	pre-ledger-backlog	2026-07-20	pending	-
cb1bebae	binfields	RecipeDef	pre-ledger-backlog	2026-07-20	pending	-
1a35cd0d	binfields	RecipeTemplate	pre-ledger-backlog	2026-07-20	pending	-
5a81f39a	binfields	Reference	pre-ledger-backlog	2026-07-20	pending	-
21570b18	bintypes	RegionDefinition	pre-ledger-backlog	2026-07-20	pending	-
5c1a1dc2	bintypes	RegionEntity	pre-ledger-backlog	2026-07-20	pending	-
bed02ff8	binfields	RegionTags	pre-ledger-backlog	2026-07-20	pending	-
20079c4c	binfields	RemoveAll	pre-ledger-backlog	2026-07-20	pending	-
3b5dbe09	binfields	RemoveButton	pre-ledger-backlog	2026-07-20	pending	-
ebb5881f	binfields	RenderOrder	pre-ledger-backlog	2026-07-20	pending	-
8bfaa580	binfields	RenderPass	pre-ledger-backlog	2026-07-20	pending	-
62c9f9c0	binfields	RenderPhase	pre-ledger-backlog	2026-07-20	pending	-
851b8dc5	bintypes	RequireVar	pre-ledger-backlog	2026-07-20	pending	-
f3c442af	binfields	RequiredCount	pre-ledger-backlog	2026-07-20	pending	-
31af55e6	binfields	RequiredLevel	pre-ledger-backlog	2026-07-20	pending	-
fc922909	binfields	RequiredTags	pre-ledger-backlog	2026-07-20	pending	-
f60220b1	binfields	RequiredValue	pre-ledger-backlog	2026-07-20	pending	-
01987941	binfields	Requirements	pre-ledger-backlog	2026-07-20	pending	-
29df7ff5	binfields	Resource	pre-ledger-backlog	2026-07-20	pending	-
6ebb734e	binfields	ResourceBin	pre-ledger-backlog	2026-07-20	pending	-
5c06309c	binfields	ResourceKey	pre-ledger-backlog	2026-07-20	pending	-
11cb651b	binfields	ResourceReferences	pre-ledger-backlog	2026-07-20	pending	-
8b075f3e	binfields	RespawnDelay	pre-ledger-backlog	2026-07-20	pending	-
ca411bdb	binfields	RespawnDuration	pre-ledger-backlog	2026-07-20	pending	-
e343a0c6	binfields	RespawnSequence	pre-ledger-backlog	2026-07-20	pending	-
71e60c24	binfields	RestrictedType	pre-ledger-backlog	2026-07-20	pending	-
5b26202d	binfields	Restriction	pre-ledger-backlog	2026-07-20	pending	-
3d7745f6	binfields	RestrictionText	pre-ledger-backlog	2026-07-20	pending	-
c3b13882	binfields	RewardButton	pre-ledger-backlog	2026-07-20	pending	-
9dcff647	binfields	RewardClaimed	pre-ledger-backlog	2026-07-20	pending	-
56c607bc	binfields	RewardDescription	pre-ledger-backlog	2026-07-20	pending	-
c1c6ede2	binfields	RewardGrid	pre-ledger-backlog	2026-07-20	pending	-
3123eb4c	binfields	RewardIcons	pre-ledger-backlog	2026-07-20	pending	-
0ecd9162	binfields	RewardMask	pre-ledger-backlog	2026-07-20	pending	-
54e57fb9	binfields	RewardNameTraKey	pre-ledger-backlog	2026-07-20	pending	-
7f7e87bc	binfields	RewardTemplate	pre-ledger-backlog	2026-07-20	pending	-
c6f4b3f8	binfields	RightSource	pre-ledger-backlog	2026-07-20	pending	-
16ff3d1e	binfields	Roll	pre-ledger-backlog	2026-07-20	pending	-
9a7587b2	binfields	RollTable	pre-ledger-backlog	2026-07-20	pending	-
ca62500c	binfields	RootGroup	pre-ledger-backlog	2026-07-20	pending	-
f22f9104	binfields	RosterTitle	pre-ledger-backlog	2026-07-20	pending	-
60cce187	binfields	SceneDuration	pre-ledger-backlog	2026-07-20	pending	-
5d192820	binfields	Scenes	pre-ledger-backlog	2026-07-20	pending	-
31a43617	binfields	ScoreBreakpoints	pre-ledger-backlog	2026-07-20	pending	-
01741a1c	binfields	ScoreGroup	pre-ledger-backlog	2026-07-20	pending	-
b0b412d0	binfields	ScoreHeader	pre-ledger-backlog	2026-07-20	pending	-
abbacbb6	binfields	ScoreName	pre-ledger-backlog	2026-07-20	pending	-
6b4d6c6b	binfields	ScoreUi	pre-ledger-backlog	2026-07-20	pending	-
3f14593a	binfields	ScoreValue	pre-ledger-backlog	2026-07-20	pending	-
acc0893c	binfields	ScriptDataNumbers	pre-ledger-backlog	2026-07-20	pending	-
75601a20	binfields	ScriptDataStrings	pre-ledger-backlog	2026-07-20	pending	-
0d484801	binfields	ScriptDef	pre-ledger-backlog	2026-07-20	pending	-
9b4a129b	binfields	Scripts	pre-ledger-backlog	2026-07-20	pending	-
5675f8db	binfields	Scroller	pre-ledger-backlog	2026-07-20	pending	-
ddfc5454	binfields	ScrollerBar	pre-ledger-backlog	2026-07-20	pending	-
4b90d43d	binfields	SearchButton	pre-ledger-backlog	2026-07-20	pending	-
462dd7c5	binfields	SeasonId	pre-ledger-backlog	2026-07-20	pending	-
d5ca9b39	binfields	SecondarySpacer	pre-ledger-backlog	2026-07-20	pending	-
66b6cdea	binfields	Seconds	pre-ledger-backlog	2026-07-20	pending	-
968ff282	bintypes	SegmentGet	pre-ledger-backlog	2026-07-20	pending	-
cc7c7159	binfields	SelectButton	pre-ledger-backlog	2026-07-20	pending	-
eca4ae5d	binfields	SelectedClicked	pre-ledger-backlog	2026-07-20	pending	-
74f8c1e9	binfields	SelectedDefault	pre-ledger-backlog	2026-07-20	pending	-
5ae3dbe2	binfields	SelectedHolder	pre-ledger-backlog	2026-07-20	pending	-
92d960e6	binfields	SelectedHover	pre-ledger-backlog	2026-07-20	pending	-
4ce2d8e5	binfields	SelectedInactive	pre-ledger-backlog	2026-07-20	pending	-
7dd33afb	binfields	SelectedPreset	pre-ledger-backlog	2026-07-20	pending	-
c0ac6e28	binfields	SelectionAvailable	pre-ledger-backlog	2026-07-20	pending	-
5b45d71e	binfields	SelfHeader	pre-ledger-backlog	2026-07-20	pending	-
c060792d	binfields	SelfLayout	pre-ledger-backlog	2026-07-20	pending	-
beb93e84	bintypes	SeqInputCombinedPosition	pre-ledger-backlog	2026-07-20	pending	-
890cc538	binfields	SequenceLink	pre-ledger-backlog	2026-07-20	pending	-
319b722c	binfields	SequenceParameters	pre-ledger-backlog	2026-07-20	pending	-
3d31478a	bintypes	SequencerHelper	pre-ledger-backlog	2026-07-20	pending	-
d8c398f2	binfields	SeriesBackgroundImageUrl	pre-ledger-backlog	2026-07-20	pending	-
9c50fe38	binfields	SeriesList	pre-ledger-backlog	2026-07-20	pending	-
dfe510ee	binfields	SetOnStart	pre-ledger-backlog	2026-07-20	pending	-
b4f63f45	bintypes	SfxDefinition	pre-ledger-backlog	2026-07-20	pending	-
b6fc7767	bintypes	SfxEntity	pre-ledger-backlog	2026-07-20	pending	-
3a3f4a2b	bintypes	SfxGeComponent	pre-ledger-backlog	2026-07-20	pending	-
d2d78714	bintypes	SfxHelper	pre-ledger-backlog	2026-07-20	pending	-
a1d375b5	binfields	ShaderModel	pre-ledger-backlog	2026-07-20	pending	-
5cc8d99c	binfields	ShadowColor0	pre-ledger-backlog	2026-07-20	pending	-
5dc8db2f	binfields	ShadowColor1	pre-ledger-backlog	2026-07-20	pending	-
10087a83	binfields	ShadowsEnabled	pre-ledger-backlog	2026-07-20	pending	-
f775806c	bintypes	ShopDefinition	pre-ledger-backlog	2026-07-20	pending	-
e6bb215e	bintypes	ShopEntity	pre-ledger-backlog	2026-07-20	pending	-
a8201a8b	binfields	ShopMapIndex	pre-ledger-backlog	2026-07-20	pending	-
a9e4a8cb	binfields	ShopStyles	pre-ledger-backlog	2026-07-20	pending	-
b3b79b71	binfields	ShortDescriptionTraKey	pre-ledger-backlog	2026-07-20	pending	-
93fcfdc6	binfields	ShortDisplayName	pre-ledger-backlog	2026-07-20	pending	-
b872990e	binfields	ShouldRemove	pre-ledger-backlog	2026-07-20	pending	-
a947e23c	binfields	Show	pre-ledger-backlog	2026-07-20	pending	-
58226563	binfields	ShowCharacter	pre-ledger-backlog	2026-07-20	pending	-
30f8b0dd	binfields	ShowOnCreate	pre-ledger-backlog	2026-07-20	pending	-
d8c81e10	binfields	ShowVfx	pre-ledger-backlog	2026-07-20	pending	-
a4eb8410	bintypes	ShuffleCustomTableBlock	pre-ledger-backlog	2026-07-20	pending	-
efe39691	binfields	ShuffleStages	pre-ledger-backlog	2026-07-20	pending	-
a28939c9	binfields	SideOffset	pre-ledger-backlog	2026-07-20	pending	-
cecdd9eb	binfields	SingleActive	pre-ledger-backlog	2026-07-20	pending	-
ae789376	binfields	SingleCompleted	pre-ledger-backlog	2026-07-20	pending	-
20c75747	binfields	SingleLocked	pre-ledger-backlog	2026-07-20	pending	-
93f0c42c	binfields	SituationName	pre-ledger-backlog	2026-07-20	pending	-
6556dc9f	binfields	Skills	pre-ledger-backlog	2026-07-20	pending	-
174a6a47	binfields	SkinItem	pre-ledger-backlog	2026-07-20	pending	-
911d1120	binfields	SkipExecution	pre-ledger-backlog	2026-07-20	pending	-
af20b401	binfields	SlotData	pre-ledger-backlog	2026-07-20	pending	-
58526469	binfields	SlotRestriction	pre-ledger-backlog	2026-07-20	pending	-
d04a0fe6	binfields	SlotsButton	pre-ledger-backlog	2026-07-20	pending	-
d3a91466	binfields	SlotsScene	pre-ledger-backlog	2026-07-20	pending	-
42abffde	binfields	SmoothTime	pre-ledger-backlog	2026-07-20	pending	-
7a5ff18f	binfields	SoundName	pre-ledger-backlog	2026-07-20	pending	-
df38ac45	binfields	SourceId	pre-ledger-backlog	2026-07-20	pending	-
a78f532f	binfields	SourceLocation	pre-ledger-backlog	2026-07-20	pending	-
7974836b	binfields	SourcePosition	pre-ledger-backlog	2026-07-20	pending	-
59407c14	binfields	SourceVfx	pre-ledger-backlog	2026-07-20	pending	-
ea0e4ad5	binfields	Spacer	pre-ledger-backlog	2026-07-20	pending	-
3378edaf	binfields	SpawnGrubbies	pre-ledger-backlog	2026-07-20	pending	-
0d7e521d	binfields	SpecName	pre-ledger-backlog	2026-07-20	pending	-
3e23d344	binfields	SpectateLayout	pre-ledger-backlog	2026-07-20	pending	-
bc4804ec	binfields	SpellBook	pre-ledger-backlog	2026-07-20	pending	-
c1d6b8d3	binfields	SpellCalculations	pre-ledger-backlog	2026-07-20	pending	-
08263e1d	binfields	SpellCastQueueData	pre-ledger-backlog	2026-07-20	pending	-
16f1763f	binfields	SpellDataTemplate	pre-ledger-backlog	2026-07-20	pending	-
5e7e5a06	binfields	SpellObject	pre-ledger-backlog	2026-07-20	pending	-
87f6b886	binfields	SpellScript	pre-ledger-backlog	2026-07-20	pending	-
549452c3	bintypes	SpellVars	pre-ledger-backlog	2026-07-20	pending	-
2fd3d3c2	binfields	SpineAnimation	pre-ledger-backlog	2026-07-20	pending	-
01a24d83	binfields	SpineObject	pre-ledger-backlog	2026-07-20	pending	-
2d4af07e	binfields	SpineStyles	pre-ledger-backlog	2026-07-20	pending	-
c6668613	binfields	SplashIcon	pre-ledger-backlog	2026-07-20	pending	-
7974399b	binfields	SplashMaterial	pre-ledger-backlog	2026-07-20	pending	-
c93f9c4d	binfields	SplashPath	pre-ledger-backlog	2026-07-20	pending	-
7b2a1a56	binfields	SplashUpgrade	pre-ledger-backlog	2026-07-20	pending	-
b253a39a	binfields	SplashUpgradeAugments	pre-ledger-backlog	2026-07-20	pending	-
0795ccc5	binfields	SplashUpgradeTrack	pre-ledger-backlog	2026-07-20	pending	-
36ab176c	binfields	SplineCurves	pre-ledger-backlog	2026-07-20	pending	-
034aa1d3	binfields	SplinePoints	pre-ledger-backlog	2026-07-20	pending	-
3f9a5cee	binfields	StartColor	pre-ledger-backlog	2026-07-20	pending	-
b35fc430	binfields	StartDegrees	pre-ledger-backlog	2026-07-20	pending	-
a527f700	binfields	StartDivision	pre-ledger-backlog	2026-07-20	pending	-
64899064	binfields	StartEnabled	pre-ledger-backlog	2026-07-20	pending	-
7a92b498	binfields	StartLocation	pre-ledger-backlog	2026-07-20	pending	-
d65a8b5c	binfields	StartPosition	pre-ledger-backlog	2026-07-20	pending	-
e9103252	binfields	StartSoundEvent	pre-ledger-backlog	2026-07-20	pending	-
c04f610f	binfields	StartValueOffset	pre-ledger-backlog	2026-07-20	pending	-
3798de1c	binfields	StartVector	pre-ledger-backlog	2026-07-20	pending	-
6929e0fa	binfields	StateDuration	pre-ledger-backlog	2026-07-20	pending	-
01e3c21c	binfields	StateLabel	pre-ledger-backlog	2026-07-20	pending	-
779a970d	binfields	StateTransition	pre-ledger-backlog	2026-07-20	pending	-
07ca5f1b	binfields	StaticFunction	pre-ledger-backlog	2026-07-20	pending	-
b2cd8676	binfields	StepGroup	pre-ledger-backlog	2026-07-20	pending	-
f92eae07	binfields	StepRegion	pre-ledger-backlog	2026-07-20	pending	-
7995e2cd	binfields	StepScene	pre-ledger-backlog	2026-07-20	pending	-
6bb5cb4d	binfields	StepTemplate	pre-ledger-backlog	2026-07-20	pending	-
51babcb8	binfields	StepText	pre-ledger-backlog	2026-07-20	pending	-
a5912d83	binfields	StopsMovement	pre-ledger-backlog	2026-07-20	pending	-
62e1b0aa	binfields	StoreAsset	pre-ledger-backlog	2026-07-20	pending	-
577e4208	binfields	StoreDescriptionTraKey	pre-ledger-backlog	2026-07-20	pending	-
892fb608	bintypes	StoreFilter	pre-ledger-backlog	2026-07-20	pending	-
4c53d673	binfields	StoreId	pre-ledger-backlog	2026-07-20	pending	-
5d1ffec3	binfields	StoreImage	pre-ledger-backlog	2026-07-20	pending	-
60c41330	binfields	StorePurchaseId	pre-ledger-backlog	2026-07-20	pending	-
2853d34a	binfields	StoreTexturePath	pre-ledger-backlog	2026-07-20	pending	-
96878724	binfields	Strategy	pre-ledger-backlog	2026-07-20	pending	-
decc6c99	bintypes	StrawberryInputUpdater	pre-ledger-backlog	2026-07-20	pending	-
30f0ba27	bintypes	StringCast	pre-ledger-backlog	2026-07-20	pending	-
b0727511	binfields	Strings	pre-ledger-backlog	2026-07-20	pending	-
9d17b3be	binfields	StructureLink	pre-ledger-backlog	2026-07-20	pending	-
44735f30	binfields	StunTexture	pre-ledger-backlog	2026-07-20	pending	-
bd00b074	binfields	SubEvents	pre-ledger-backlog	2026-07-20	pending	-
a0f848d1	binfields	SubRequirements	pre-ledger-backlog	2026-07-20	pending	-
312f9dd7	binfields	SubteamBadge	pre-ledger-backlog	2026-07-20	pending	-
4c0c91fd	binfields	SuccessesRequired	pre-ledger-backlog	2026-07-20	pending	-
9d8b5bd5	binfields	SummonerLevel	pre-ledger-backlog	2026-07-20	pending	-
602b4f3c	binfields	SwapAnimation	pre-ledger-backlog	2026-07-20	pending	-
68305f93	binfields	SwapMaterial	pre-ledger-backlog	2026-07-20	pending	-
8963e73a	binfields	SwapSounds	pre-ledger-backlog	2026-07-20	pending	-
7c626308	binfields	SwitchGroup	pre-ledger-backlog	2026-07-20	pending	-
ec134322	binfields	SwitchState	pre-ledger-backlog	2026-07-20	pending	-
c1b1aa2a	binfields	SystemPrompt	pre-ledger-backlog	2026-07-20	pending	-
0ebfad7f	binfields	TacticianScale	pre-ledger-backlog	2026-07-20	pending	-
fbf302db	binfields	TagData	pre-ledger-backlog	2026-07-20	pending	-
37c3a421	binfields	TagQuery	pre-ledger-backlog	2026-07-20	pending	-
fe9065ba	binfields	TargetGame	pre-ledger-backlog	2026-07-20	pending	-
5dc08bbe	binfields	TargetLevel	pre-ledger-backlog	2026-07-20	pending	-
1970b93f	binfields	TargetLocation	pre-ledger-backlog	2026-07-20	pending	-
66ab6b90	binfields	TargetRequirements	pre-ledger-backlog	2026-07-20	pending	-
13915870	binfields	TargetScene	pre-ledger-backlog	2026-07-20	pending	-
c8e7634b	binfields	TargetSunDirection	pre-ledger-backlog	2026-07-20	pending	-
cdfd3bca	binfields	TeamCodeText	pre-ledger-backlog	2026-07-20	pending	-
0f4ed7e6	binfields	TeamComposition	pre-ledger-backlog	2026-07-20	pending	-
341a92b5	binfields	TeamDefinition	pre-ledger-backlog	2026-07-20	pending	-
341a92b5	bintypes	TeamDefinition	pre-ledger-backlog	2026-07-20	pending	-
cf948d45	binfields	TeamEditorData	pre-ledger-backlog	2026-07-20	pending	-
54675714	binfields	TeamOverride	pre-ledger-backlog	2026-07-20	pending	-
e71e9783	binfields	TeamSeparator	pre-ledger-backlog	2026-07-20	pending	-
5d473c96	binfields	TeamTemplate	pre-ledger-backlog	2026-07-20	pending	-
138a7d5f	bintypes	TeamsConfig	pre-ledger-backlog	2026-07-20	pending	-
0153ef3f	binfields	TextElements	pre-ledger-backlog	2026-07-20	pending	-
59d65fab	binfields	TextProperty	pre-ledger-backlog	2026-07-20	pending	-
67542274	binfields	TextureElementType	pre-ledger-backlog	2026-07-20	pending	-
dcf71c47	binfields	TextureHeight	pre-ledger-backlog	2026-07-20	pending	-
1f49a52a	binfields	TextureVictory	pre-ledger-backlog	2026-07-20	pending	-
90df3f50	binfields	TextureWidth	pre-ledger-backlog	2026-07-20	pending	-
df4d7688	bintypes	Tft3dAnnouncementViewController	pre-ledger-backlog	2026-07-20	pending	-
d65315ee	bintypes	TftConstants	pre-ledger-backlog	2026-07-20	pending	-
27d533fe	bintypes	TftCraftingViewControllerV2	pre-ledger-backlog	2026-07-20	pending	-
025ad6e2	bintypes	TftEventHubSkillTreeViewController	pre-ledger-backlog	2026-07-20	pending	-
1c91dc02	bintypes	TftMyTeamsViewController	pre-ledger-backlog	2026-07-20	pending	-
bf062603	bintypes	TftPveBuffData	pre-ledger-backlog	2026-07-20	pending	-
faf3956e	bintypes	TftPveData	pre-ledger-backlog	2026-07-20	pending	-
ab66439a	bintypes	TftPveEogViewController	pre-ledger-backlog	2026-07-20	pending	-
253eba55	bintypes	TftTeamCannonCooldownViewController	pre-ledger-backlog	2026-07-20	pending	-
9401f2e2	bintypes	TftTeamCannonItemExchangeViewController	pre-ledger-backlog	2026-07-20	pending	-
d35c6ec8	bintypes	TftTrovesViewControllerV3	pre-ledger-backlog	2026-07-20	pending	-
a330d712	binfields	TierItemType	pre-ledger-backlog	2026-07-20	pending	-
f5092643	binfields	TierNames	pre-ledger-backlog	2026-07-20	pending	-
2414834f	binfields	TierTemplate	pre-ledger-backlog	2026-07-20	pending	-
